Train Accuracy,Train Loss,Test Accuracy,Test Loss
27.9304141998291,8.282269477844238,28.33040428161621,153.05563354492188
49.91975784301758,2.128551721572876,64.21792602539062,7541.8740234375
56.846195220947266,1.2661646604537964,28.33040428161621,43544.234375
47.90409469604492,1.0182232856750488,64.21792602539062,35304.4921875
54.49030303955078,1.0550780296325684,64.21792602539062,29019.6484375
57.27307891845703,0.9730396270751953,29.089630126953125,5471.35986328125
56.647193908691406,0.9545567035675049,64.21792602539062,2123.306640625
56.63435363769531,0.9891773462295532,64.21792602539062,636.6303100585938
56.310184478759766,0.9305062294006348,64.21792602539062,93.15762329101562
55.60084533691406,0.9946883916854858,64.21792602539062,6.095895290374756
57.433555603027344,0.9429364800453186,64.21792602539062,1.0180625915527344
57.35011291503906,0.930762529373169,64.21792602539062,1.0016264915466309
58.004878997802734,0.9971652030944824,64.21792602539062,1.0019817352294922
55.63615417480469,0.976463794708252,64.21792602539062,1.0664503574371338
54.525611877441406,0.941393256187439,64.21792602539062,1.0584800243377686
55.57516860961914,0.979118287563324,64.21792602539062,0.9698638916015625
57.359737396240234,0.9808523654937744,64.21792602539062,0.9597451686859131
55.43073272705078,0.9505364894866943,64.21792602539062,0.9964473247528076
51.04955291748047,0.9098191261291504,64.21792602539062,0.964823842048645
55.43073272705078,1.0009651184082031,64.21792602539062,0.9540300965309143
57.33085250854492,0.9534918069839478,64.21792602539062,0.9662355184555054
57.09333419799805,0.9630555510520935,64.21792602539062,0.9514263868331909
55.95070266723633,0.9472638368606567,64.21792602539062,0.9525927305221558
56.32944107055664,1.0404777526855469,64.21792602539062,0.9450492858886719
53.75209045410156,0.9408925771713257,64.21792602539062,0.9727346301078796
53.6975212097168,0.9796175360679626,64.21792602539062,0.9696330428123474
56.96495056152344,0.9600857496261597,64.21792602539062,0.9372316002845764
57.6004638671875,0.9496351480484009,64.21792602539062,0.9185186624526978
56.788421630859375,0.9159510731697083,64.21792602539062,0.9446111917495728
52.214664459228516,0.901271402835846,64.21792602539062,0.930288553237915
