Train Accuracy,Train Loss,Test Accuracy,Test Loss
41.31736373901367,4.481051921844482,63.6363639831543,3.880119800567627
57.48503112792969,3.0173425674438477,63.6363639831543,1.3443939685821533
57.48503112792969,1.0739049911499023,63.6363639831543,1.0517988204956055
57.48503112792969,1.0646086931228638,63.6363639831543,1.17268705368042
42.21556854248047,1.175310492515564,63.6363639831543,1.0285688638687134
57.48503112792969,1.02449631690979,63.6363639831543,0.9433169364929199
54.79042053222656,0.9963235259056091,63.6363639831543,0.9701074957847595
57.48503112792969,0.9882621765136719,63.6363639831543,0.9023747444152832
57.48503112792969,0.9477595090866089,63.6363639831543,0.9588278532028198
57.48503112792969,0.8989202976226807,63.6363639831543,0.9503096342086792
57.48503112792969,0.9330654740333557,63.6363639831543,0.9465445280075073
57.48503112792969,0.934654951095581,63.6363639831543,0.9697622060775757
57.48503112792969,0.9225137829780579,63.6363639831543,0.9276697635650635
57.48503112792969,0.9220908880233765,63.6363639831543,0.913504421710968
57.48503112792969,0.9247878789901733,63.6363639831543,0.9339805841445923
57.48503112792969,0.881553053855896,63.6363639831543,0.9264046549797058
57.48503112792969,0.9200425148010254,63.6363639831543,0.9338550567626953
57.48503112792969,0.9645787477493286,63.6363639831543,0.9500423669815063
57.48503112792969,0.8877546191215515,63.6363639831543,0.9128586053848267
57.48503112792969,0.9276284575462341,63.6363639831543,0.9379632472991943
57.48503112792969,0.9264035224914551,63.6363639831543,0.9393938779830933
57.48503112792969,0.9253681302070618,63.6363639831543,0.9330365657806396
57.48503112792969,0.9373428821563721,63.6363639831543,0.9438258409500122
57.48503112792969,0.8936406373977661,63.6363639831543,0.9212701320648193
57.48503112792969,0.9256367087364197,63.6363639831543,0.9143025279045105
57.48503112792969,0.942941427230835,63.6363639831543,0.9275742769241333
57.48503112792969,0.9189342260360718,63.6363639831543,0.9292263984680176
57.48503112792969,0.9371850490570068,63.6363639831543,0.9417444467544556
