Train Accuracy,Train Loss,Test Accuracy,Test Loss
22.155689239501953,3.6166601181030273,23.030303955078125,4.5118865966796875
66.16766357421875,0.9881914854049683,29.09090805053711,3.830087661743164
75.74850463867188,0.7209632992744446,67.2727279663086,2.977267026901245
84.1317367553711,0.4796864986419678,75.1515121459961,2.1041860580444336
91.91616821289062,0.294002503156662,71.51515197753906,1.9612152576446533
96.40718841552734,0.14945068955421448,69.09091186523438,1.7361326217651367
97.60478973388672,0.07438324391841888,67.87879180908203,1.691664218902588
99.70059967041016,0.04828384146094322,73.93939208984375,1.2856305837631226
99.70059967041016,0.018408119678497314,75.75757598876953,1.010439395904541
100.0,0.013321718201041222,73.33333587646484,1.0390218496322632
100.0,0.009221174754202366,72.7272720336914,1.0574510097503662
99.70059967041016,0.025584395974874496,73.93939208984375,1.0802215337753296
